OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount_Pct,TotalAmount,PaymentMode,OrderStatus,RegionID
ORD10106,05-11-2020,C0028,P017,5,336,20,1344,Debit Card,Delivered,R04
ORD10107,01-03-2020,C0106,P005,2,34999.3,10,62998.74,Cash,Delivered,R03
ORD10108,29-07-2020,C0339,P009,1,7699.3,10,6929.37,Debit Card,Delivered,R11
ORD10109,09-07-2020,C0226,P014,10,16.8,5,159.6,Cash,Delivered,R12
ORD10110,22-02-2020,C0177,P027,2,769.3,5,1461.67,Cash,Delivered,R20
ORD10111,31-08-2020,C0275,P018,8,147,0,1176,Cash,Returned,R15
ORD10112,17-10-2020,C0293,P030,2,6299.3,5,11968.67,Net Banking,Delivered,R13
ORD10113,06-12-2020,C0498,P004,1,20999.3,2,20579.31,Cash,Delivered,R01
ORD10114,27-03-2020,C0322,P010,2,25899.3,8,47654.71,Net Banking,Delivered,R02
ORD10115,13-06-2020,C0283,P005,1,34999.3,10,31499.37,Debit Card,Delivered,R13
ORD10116,04-10-2020,C0213,P010,1,25899.3,15,22014.4,Debit Card,Delivered,R05
ORD10117,29-11-2020,C0177,P025,4,1539.3,15,5233.62,Credit Card,Delivered,R01
ORD10118,05-04-2020,C0317,P017,7,336,0,2352,Debit Card,Delivered,R05
ORD10119,09-07-2020,C0460,P016,5,80.5,10,362.25,Debit Card,Returned,R09
ORD10120,28-10-2020,C0117,P008,2,1259.3,18,2065.25,UPI,Delivered,R10
ORD10121,07-03-2020,C0468,P028,3,489.3,10,1321.11,Cash,Delivered,R11
ORD10122,23-01-2020,C0260,P019,3,574,8,1584.24,Debit Card,Delivered,R04
ORD10123,02-01-2020,C0234,P006,2,38499.3,10,69298.74,Debit Card,Delivered,R02
ORD10124,04-09-2020,C0349,P006,2,38499.3,0,76998.6,Net Banking,Delivered,R17
ORD10125,12-08-2020,C0084,P025,1,1539.3,0,1539.3,Cash,Delivered,R10
ORD10126,25-11-2020,C0495,P004,1,20999.3,10,18899.37,Debit Card,Delivered,R05
ORD10127,25-11-2020,C0350,P003,1,15399.3,8,14167.36,Cash,Delivered,R07
ORD10128,31-05-2020,C0364,P017,6,336,2,1975.68,Cash,Delivered,R12
ORD10129,27-10-2020,C0320,P012,9,294,18,2169.72,Net Banking,Delivered,R01
ORD10130,20-08-2020,C0312,P002,1,59499.3,0,59499.3,Net Banking,Delivered,R16
ORD10131,09-11-2020,C0336,P015,3,185.5,15,473.02,Debit Card,Returned,R09
ORD10132,26-11-2020,C0415,P016,1,80.5,18,66.01,Credit Card,Delivered,R02
ORD10133,13-11-2020,C0199,P020,6,168,18,826.56,Debit Card,Delivered,R09
ORD10134,16-09-2020,C0465,P026,3,4199.3,10,11338.11,Cash,Delivered,R09
ORD10135,10-08-2020,C0050,P015,6,185.5,8,1023.96,Cash,Delivered,R08
ORD10136,10-10-2020,C0216,P026,3,4199.3,15,10708.22,Cash,Returned,R08
ORD10137,28-07-2020,C0325,P020,8,168,8,1236.48,Credit Card,Returned,R02
ORD10138,10-06-2020,C0212,P003,1,15399.3,0,15399.3,UPI,Delivered,R02
ORD10139,15-11-2020,C0074,P003,2,15399.3,10,27718.74,Credit Card,Delivered,R03
ORD10140,01-09-2020,C0232,P003,2,15399.3,10,27718.74,Debit Card,Delivered,R05
ORD10141,21-09-2020,C0220,P018,1,147,0,147,Credit Card,Delivered,R13
ORD10142,29-12-2020,C0165,P029,1,2799.3,8,2575.36,Cash,Delivered,R05
ORD10143,29-04-2020,C0177,P002,2,59499.3,0,118998.6,Cash,Delivered,R11
ORD10144,15-12-2020,C0373,P019,7,574,8,3696.56,Net Banking,Delivered,R14
ORD10145,12-11-2020,C0385,P007,1,41299.3,8,37995.36,Debit Card,Delivered,R03
ORD10146,19-10-2020,C0259,P006,2,38499.3,18,63138.85,Cash,Delivered,R05
ORD10147,02-01-2020,C0339,P001,1,17499.3,12,15399.38,UPI,Delivered,R07
ORD10148,23-04-2020,C0079,P001,2,17499.3,8,32198.71,Cash,Delivered,R07
ORD10149,23-09-2020,C0071,P012,10,294,0,2940,Cash,Delivered,R19
ORD10150,20-07-2020,C0103,P029,2,2799.3,10,5038.74,Debit Card,Delivered,R20
ORD10151,16-01-2020,C0467,P008,1,1259.3,5,1196.33,Cash,Delivered,R11
ORD10152,19-02-2020,C0343,P012,2,294,8,540.96,Debit Card,Returned,R19
ORD10153,15-09-2020,C0152,P001,1,17499.3,10,15749.37,Cash,Delivered,R05
ORD10154,11-11-2020,C0219,P012,1,294,20,235.2,Cash,Delivered,R06
ORD10155,29-05-2020,C0225,P025,1,1539.3,0,1539.3,Debit Card,Delivered,R19
ORD10156,15-06-2020,C0140,P028,4,489.3,8,1800.62,Debit Card,Delivered,R14
ORD10157,24-02-2020,C0031,P023,4,1049.3,5,3987.34,Credit Card,Delivered,R07
ORD10158,20-06-2020,C0195,P030,2,6299.3,2,12346.63,Net Banking,Delivered,R02
ORD10159,02-06-2020,C0033,P006,1,38499.3,8,35419.36,Debit Card,Delivered,R02
ORD10160,20-10-2020,C0049,P014,6,16.8,18,82.66,Debit Card,Delivered,R20
ORD10161,18-11-2020,C0457,P021,2,909.3,15,1545.81,Debit Card,Returned,R01
ORD10162,03-11-2020,C0385,P014,5,16.8,5,79.8,Credit Card,Delivered,R13
ORD10163,27-05-2020,C0121,P008,1,1259.3,10,1133.37,Credit Card,Delivered,R12
ORD10164,24-12-2020,C0335,P007,1,41299.3,5,39234.33,Credit Card,Delivered,R14
ORD10165,31-10-2020,C0317,P019,8,574,10,4132.8,UPI,Delivered,R11
ORD10166,15-04-2020,C0170,P020,6,168,8,927.36,Credit Card,Delivered,R19
ORD10167,01-09-2020,C0175,P015,6,185.5,8,1023.96,Cash,Returned,R20
ORD10168,27-07-2020,C0368,P017,5,336,8,1545.6,Cash,Returned,R06
ORD10169,15-06-2020,C0423,P026,4,4199.3,0,16797.2,Net Banking,Delivered,R07
ORD10170,25-09-2020,C0457,P020,3,168,2,493.92,Cash,Delivered,R18
ORD10171,14-08-2020,C0430,P019,10,574,0,5740,Debit Card,Delivered,R07
ORD10172,20-06-2020,C0311,P029,4,2799.3,2,10973.26,Net Banking,Returned,R19
ORD10173,09-10-2020,C0204,P025,2,1539.3,8,2832.31,UPI,Delivered,R05
ORD10174,10-10-2020,C0432,P016,4,80.5,8,296.24,Credit Card,Delivered,R12
ORD10175,22-05-2020,C0068,P023,3,1049.3,8,2896.07,Cash,Delivered,R09
ORD10176,19-07-2020,C0483,P017,7,336,5,2234.4,Credit Card,Delivered,R14
ORD10177,22-02-2020,C0029,P003,2,15399.3,0,30798.6,Debit Card,Delivered,R05
ORD10178,25-05-2020,C0278,P008,1,1259.3,8,1158.56,Credit Card,Delivered,R06
ORD10179,26-08-2020,C0409,P011,7,209.3,2,1435.8,Net Banking,Cancelled,R12
ORD10180,18-05-2020,C0028,P005,2,34999.3,10,62998.74,Cash,Delivered,R02
ORD10181,12-10-2020,C0387,P020,4,168,10,604.8,UPI,Cancelled,R10
ORD10182,31-01-2020,C0089,P012,1,294,12,258.72,Cash,Delivered,R12
ORD10183,28-03-2020,C0131,P008,1,1259.3,0,1259.3,Net Banking,Delivered,R04
ORD10184,21-10-2020,C0316,P025,3,1539.3,5,4387,Debit Card,Delivered,R08
ORD10185,06-04-2020,C0267,P009,2,7699.3,5,14628.67,Credit Card,Delivered,R05
ORD10186,07-04-2020,C0340,P006,1,38499.3,10,34649.37,Credit Card,Delivered,R06
ORD10187,25-08-2020,C0333,P006,1,38499.3,8,35419.36,Credit Card,Delivered,R12
ORD10188,22-12-2020,C0454,P002,2,59499.3,5,113048.67,Debit Card,Delivered,R11
ORD10189,25-08-2020,C0192,P019,8,574,0,4592,Cash,Delivered,R16
ORD10190,03-05-2020,C0486,P009,1,7699.3,0,7699.3,Debit Card,Delivered,R01
ORD10191,14-11-2020,C0428,P009,1,7699.3,18,6313.43,Debit Card,Delivered,R10
ORD10192,02-10-2020,C0045,P003,1,15399.3,15,13089.4,Debit Card,Returned,R01
ORD10193,15-06-2020,C0323,P016,7,80.5,8,518.42,Cash,Delivered,R03
ORD10194,03-10-2020,C0388,P011,6,209.3,15,1067.43,Cash,Delivered,R02
ORD10195,03-05-2020,C0145,P028,4,489.3,10,1761.48,Debit Card,Delivered,R01
ORD10196,05-08-2020,C0383,P019,3,574,0,1722,Debit Card,Returned,R15
ORD10197,24-11-2020,C0332,P011,2,209.3,5,397.67,Cash,Delivered,R03
ORD10198,31-08-2020,C0044,P006,2,38499.3,8,70838.71,Debit Card,Delivered,R04
ORD10199,20-03-2020,C0428,P002,1,59499.3,10,53549.37,Debit Card,Cancelled,R08
ORD10200,21-08-2020,C0282,P002,1,59499.3,0,59499.3,Debit Card,Delivered,R01
ORD10201,05-05-2020,C0344,P012,10,294,0,2940,Net Banking,Delivered,R14
ORD10202,20-07-2020,C0338,P010,2,25899.3,10,46618.74,Net Banking,Delivered,R04
ORD10203,26-05-2020,C0114,P017,6,336,0,2016,Debit Card,Delivered,R13
ORD10204,15-07-2020,C0184,P028,1,489.3,8,450.16,Credit Card,Delivered,R12
ORD10205,27-04-2020,C0072,P024,1,839.3,8,772.16,Cash,Delivered,R01
ORD10206,01-07-2020,C0417,P017,1,336,10,302.4,Credit Card,Cancelled,R12
ORD10207,25-07-2020,C0077,P014,3,16.8,12,44.35,Credit Card,Delivered,R15
ORD10208,01-05-2020,C0340,P010,1,25899.3,2,25381.31,Cash,Delivered,R06
ORD10209,28-08-2020,C0496,P008,1,1259.3,0,1259.3,Debit Card,Delivered,R14
ORD10210,08-04-2020,C0022,P019,7,574,2,3937.64,Net Banking,Returned,R10
ORD10211,21-01-2020,C0166,P009,2,7699.3,8,14166.71,UPI,Delivered,R04
ORD10212,29-09-2020,C0428,P005,1,34999.3,5,33249.33,UPI,Delivered,R10
ORD10213,26-05-2020,C0247,P021,2,909.3,2,1782.23,Cash,Delivered,R09
ORD10214,07-09-2020,C0077,P006,1,38499.3,2,37729.31,Debit Card,Delivered,R08
ORD10215,16-07-2020,C0246,P003,1,15399.3,8,14167.36,Cash,Delivered,R14
ORD10216,21-03-2020,C0263,P010,1,25899.3,0,25899.3,Cash,Delivered,R03
ORD10217,20-12-2020,C0497,P011,2,209.3,0,418.6,UPI,Cancelled,R14
ORD10218,06-11-2020,C0113,P030,2,6299.3,15,10708.81,Debit Card,Delivered,R02
ORD10219,11-10-2020,C0473,P020,4,168,12,591.36,UPI,Delivered,R01
ORD10220,28-03-2020,C0466,P017,10,336,0,3360,Cash,Returned,R04
ORD10221,29-09-2020,C0402,P012,8,294,8,2163.84,Cash,Delivered,R04
ORD10222,29-11-2020,C0481,P027,4,769.3,10,2769.48,Debit Card,Delivered,R10
ORD10223,26-06-2020,C0247,P027,1,769.3,2,753.91,Cash,Delivered,R07
ORD10224,28-04-2020,C0043,P009,2,7699.3,0,15398.6,Cash,Delivered,R14
ORD10225,17-01-2020,C0061,P017,6,336,12,1774.08,UPI,Delivered,R11
ORD10226,09-09-2020,C0134,P027,3,769.3,5,2192.5,Cash,Delivered,R13
ORD10227,14-10-2020,C0283,P028,3,489.3,15,1247.72,Credit Card,Delivered,R04
ORD10228,12-05-2020,C0397,P013,4,122.5,2,480.2,Debit Card,Returned,R08
ORD10229,17-02-2020,C0206,P029,1,2799.3,0,2799.3,UPI,Delivered,R09
ORD10230,27-11-2020,C0075,P020,2,168,5,319.2,Cash,Delivered,R19
ORD10231,24-09-2020,C0197,P027,3,769.3,8,2123.27,Net Banking,Delivered,R09
ORD10232,06-10-2020,C0328,P011,9,209.3,10,1695.33,Cash,Delivered,R10
ORD10233,23-07-2020,C0119,P011,4,209.3,5,795.34,Net Banking,Delivered,R10
ORD10234,13-04-2020,C0181,P017,9,336,0,3024,Debit Card,Delivered,R10
ORD10235,10-02-2020,C0372,P030,3,6299.3,10,17008.11,Cash,Delivered,R07
ORD10236,30-03-2020,C0207,P015,7,185.5,5,1233.58,Cash,Delivered,R07
ORD10237,31-05-2020,C0060,P025,3,1539.3,8,4248.47,UPI,Delivered,R19
ORD10238,08-07-2020,C0388,P008,1,1259.3,12,1108.18,Cash,Delivered,R13
ORD10239,08-09-2020,C0347,P016,6,80.5,5,458.85,Credit Card,Delivered,R16
ORD10240,10-04-2020,C0048,P016,9,80.5,0,724.5,Credit Card,Delivered,R02
ORD10241,09-11-2020,C0094,P024,2,839.3,8,1544.31,Debit Card,Returned,R08
ORD10242,07-03-2020,C0428,P010,1,25899.3,10,23309.37,Cash,Returned,R14
ORD10243,22-10-2020,C0253,P019,8,574,10,4132.8,Credit Card,Delivered,R06
ORD10244,29-12-2020,C0295,P028,3,489.3,2,1438.54,Cash,Delivered,R04
ORD10245,26-01-2020,C0217,P019,9,574,10,4649.4,UPI,Delivered,R05
ORD10246,04-03-2020,C0358,P016,1,80.5,8,74.06,Cash,Delivered,R02
ORD10247,20-05-2020,C0442,P009,1,7699.3,0,7699.3,Credit Card,Delivered,R02
ORD10248,16-05-2020,C0218,P006,2,38499.3,0,76998.6,Credit Card,Delivered,R15
ORD10249,22-12-2020,C0118,P025,2,1539.3,5,2924.67,UPI,Delivered,R14
ORD10250,24-02-2020,C0077,P011,7,209.3,2,1435.8,Cash,Returned,R07
ORD10251,18-09-2020,C0369,P008,2,1259.3,5,2392.67,Debit Card,Delivered,R07
ORD10252,06-02-2020,C0031,P005,1,34999.3,2,34299.31,Debit Card,Delivered,R15
ORD10253,18-05-2020,C0478,P026,4,4199.3,0,16797.2,UPI,Delivered,R02
ORD10254,19-09-2020,C0295,P019,5,574,0,2870,UPI,Delivered,R07
ORD10255,15-10-2020,C0456,P010,2,25899.3,18,42474.85,Net Banking,Returned,R05
ORD10256,30-09-2020,C0173,P020,2,168,0,336,Cash,Delivered,R15
ORD10257,10-05-2020,C0364,P007,2,41299.3,10,74338.74,Debit Card,Delivered,R03
ORD10258,31-08-2020,C0231,P013,3,122.5,8,338.1,Cash,Delivered,R03
ORD10259,24-10-2020,C0041,P007,1,41299.3,5,39234.33,Net Banking,Delivered,R06
ORD10260,25-01-2020,C0204,P012,5,294,8,1352.4,Cash,Returned,R06
ORD10261,08-06-2020,C0127,P018,3,147,5,418.95,Debit Card,Delivered,R01
ORD10262,28-10-2020,C0469,P008,2,1259.3,15,2140.81,UPI,Cancelled,R14
ORD10263,06-10-2020,C0303,P020,9,168,18,1239.84,Credit Card,Delivered,R19
ORD10264,18-05-2020,C0117,P028,3,489.3,2,1438.54,Cash,Delivered,R04
ORD10265,27-01-2020,C0389,P026,4,4199.3,5,15957.34,Debit Card,Delivered,R03
ORD10266,10-10-2020,C0005,P025,2,1539.3,20,2462.88,Cash,Delivered,R15
ORD10267,18-06-2020,C0224,P013,7,122.5,0,857.5,Cash,Delivered,R13
ORD10268,25-04-2020,C0410,P025,3,1539.3,2,4525.54,Cash,Delivered,R03
ORD10269,04-02-2020,C0327,P018,10,147,2,1440.6,Cash,Delivered,R12
ORD10270,18-01-2020,C0012,P002,2,59499.3,8,109478.71,Debit Card,Delivered,R05
ORD10271,05-04-2020,C0008,P016,5,80.5,10,362.25,Debit Card,Cancelled,R17
ORD10272,26-07-2020,C0017,P003,2,15399.3,12,27102.77,Cash,Delivered,R08
ORD10273,27-03-2020,C0129,P021,2,909.3,2,1782.23,Debit Card,Delivered,R08
ORD10274,02-10-2020,C0102,P012,4,294,12,1034.88,UPI,Cancelled,R20
ORD10275,06-12-2020,C0323,P019,2,574,0,1148,Credit Card,Delivered,R20
ORD10276,02-05-2020,C0443,P012,7,294,0,2058,Cash,Delivered,R15
ORD10277,13-08-2020,C0405,P001,1,17499.3,0,17499.3,Debit Card,Delivered,R15
ORD10278,22-07-2020,C0317,P001,2,17499.3,8,32198.71,Debit Card,Delivered,R08
ORD10279,08-02-2020,C0163,P026,4,4199.3,8,15453.42,Cash,Delivered,R14
ORD10280,05-05-2020,C0129,P028,4,489.3,5,1859.34,Cash,Delivered,R15
ORD10281,06-03-2020,C0279,P008,1,1259.3,0,1259.3,Credit Card,Delivered,R04
ORD10282,18-11-2020,C0188,P019,3,574,5,1635.9,Credit Card,Delivered,R12
ORD10283,11-09-2020,C0370,P009,1,7699.3,5,7314.34,Debit Card,Delivered,R11
ORD10284,10-03-2020,C0166,P016,2,80.5,5,152.95,Debit Card,Delivered,R07
ORD10285,06-12-2020,C0448,P002,1,59499.3,0,59499.3,Cash,Delivered,R17
ORD10286,16-06-2020,C0270,P020,1,168,0,168,Cash,Delivered,R10
ORD10287,30-01-2020,C0107,P012,1,294,10,264.6,Credit Card,Returned,R18
ORD10288,12-06-2020,C0407,P020,9,168,0,1512,Debit Card,Delivered,R12
ORD10289,07-01-2020,C0492,P012,9,294,12,2328.48,Cash,Delivered,R14
ORD10290,21-04-2020,C0486,P009,1,7699.3,10,6929.37,Credit Card,Delivered,R15
ORD10291,22-07-2020,C0219,P023,2,1049.3,12,1846.77,Credit Card,Delivered,R13
ORD10292,20-08-2020,C0227,P026,3,4199.3,10,11338.11,UPI,Delivered,R12
ORD10293,24-06-2020,C0166,P020,7,168,10,1058.4,Credit Card,Delivered,R12
ORD10294,15-05-2020,C0230,P021,1,909.3,0,909.3,Credit Card,Delivered,R09
ORD10295,10-12-2020,C0004,P004,2,20999.3,0,41998.6,Debit Card,Returned,R04
ORD10296,30-11-2020,C0284,P020,2,168,5,319.2,Credit Card,Delivered,R04
ORD10297,29-04-2020,C0299,P005,1,34999.3,5,33249.33,UPI,Returned,R07
ORD10298,24-10-2020,C0167,P023,1,1049.3,15,891.9,Credit Card,Delivered,R08
ORD10299,13-11-2020,C0041,P026,4,4199.3,12,14781.54,Net Banking,Delivered,R07
ORD10300,24-10-2020,C0335,P021,4,909.3,5,3455.34,UPI,Delivered,R10
ORD10301,05-08-2020,C0168,P014,1,16.8,8,15.46,Debit Card,Delivered,R04
ORD10302,20-06-2020,C0295,P014,5,16.8,10,75.6,UPI,Delivered,R19
ORD10303,19-01-2020,C0382,P007,1,41299.3,12,36343.38,Credit Card,Delivered,R02
ORD10304,05-02-2020,C0247,P018,10,147,0,1470,Credit Card,Cancelled,R14
